batch_key,candidate_key,identity_status,manufacturer_status,category_status,timing_status,inclusion_recommendation,verified_event_type,verified_timing_raw,date_precision,source_1_url,source_1_locator,source_1_evidence,source_2_url,source_2_locator,source_2_evidence,contradictions_or_limits,unresolved_questions,verifier_notes
pilot-1998-cpu-gpu-hdd,intel-pentium-ii-350,verified,verified,verified_cpu,verified_exact,retain_for_human_review,product_introduction_and_system_boxed_availability,"introduced and available in desktop systems, servers, workstations, and boxed channel on 1998-04-15",exact,https://www.intel.com/pressroom/archive/releases/1998/dp041598.htm,"lines 6, 20-22", "Intel says it introduced Pentium II 350 MHz on April 15, 1998; the 350 MHz part is available that day in systems and boxed channel.",https://www.intel.com/pressroom/kits/quickrefyr.htm,"1998 chronology entry; page identifies itself as historical reference", "Manufacturer chronology is corroboration but does not add an orderable part number.","No ordering part number in the cited announcement.","Source supports both introduction and channel availability; no inference beyond the stated date."
pilot-1998-cpu-gpu-hdd,intel-pentium-ii-400,verified,verified,verified_cpu,verified_exact,retain_for_human_review,product_introduction_and_system_boxed_availability,"introduced and available in desktop systems, servers, workstations, and boxed channel on 1998-04-15",exact,https://www.intel.com/pressroom/archive/releases/1998/dp041598.htm,"lines 6, 20-22", "Intel says it introduced Pentium II 400 MHz on April 15, 1998; the 400 MHz part is available that day in systems and boxed channel.",https://www.intel.com/pressroom/kits/quickrefyr.htm,"1998 chronology entry; page identifies itself as historical reference", "Manufacturer chronology is corroboration but does not add an orderable part number.","No ordering part number in the cited announcement.","Source supports both introduction and channel availability; no inference beyond the stated date."
pilot-1998-cpu-gpu-hdd,intel-celeron-266,verified,verified,verified_cpu,verified_introduction_availability_gap,retain_for_human_review,product_introduction,"introduced 1998-04-15; Celeron-based PCs and boxed processors stated to be available in the next few weeks",exact_for_introduction,https://www.intel.com/pressroom/archive/releases/1998/dp041598.htm,"lines 6-9, 17-22", "Intel says it introduced the first Celeron at 266 MHz on April 15, 1998, but says PCs and boxed processors will be available in the next few weeks.",https://www.intel.com/pressroom/kits/quickrefyr.htm,"1998 chronology entry; page identifies itself as historical reference", "Chronology corroborates the historical product but does not resolve the later availability date.","Exact first commercial availability date is not stated; announcement date must not be reused as availability date.","Qualifies as a 1998 product introduction; channel availability remains open."
pilot-1998-cpu-gpu-hdd,intel-pentium-ii-450,verified,verified,verified_cpu,verified_exact,retain_for_human_review,product_introduction_and_system_boxed_availability,"introduced and available in systems and boxed channel on 1998-08-24",exact,https://www.intel.com/pressroom/archive/releases/1998/dp082498.htm,"lines 3-5, 10-13", "Intel says it introduced the Pentium II 450 MHz on August 24, 1998 and that systems and boxed processors are available today.",https://www.intel.com/pressroom/kits/quickrefyr.htm,"1998 chronology entry; page identifies itself as historical reference", "Manufacturer chronology is corroboration but does not add an orderable part number.","No ordering part number in the cited announcement.","Source supports introduction and same-day channel availability."
pilot-1998-cpu-gpu-hdd,intel-celeron-300a,verified,verified,verified_cpu,verified_exact,retain_for_human_review,product_introduction_and_system_boxed_availability,"introduced and available in systems and boxed channel on 1998-08-24",exact,https://www.intel.com/pressroom/archive/releases/1998/dp082498.htm,"lines 3-5, 9-13", "Intel identifies the new Celeron 300A MHz processor on August 24, 1998 and says systems and boxed processors are available today; 300A is explicitly distinct from 300 MHz.",https://www.intel.com/pressroom/kits/quickrefyr.htm,"1998 chronology entry; page identifies itself as historical reference", "Chronology corroborates the historical product but does not add an ordering part number.","Whether 300A denotes a distinct SKU boundary or only a manufacturer speed/cache designation is unresolved.","Preserve raw 300A wording; do not collapse to plain 300."
pilot-1998-cpu-gpu-hdd,intel-celeron-333,verified,verified,verified_cpu,verified_exact,retain_for_human_review,product_introduction_and_system_boxed_availability,"introduced and available in systems and boxed channel on 1998-08-24",exact,https://www.intel.com/pressroom/archive/releases/1998/dp082498.htm,"lines 3-5, 9-13", "Intel identifies the new Celeron 333 MHz processor on August 24, 1998 and says systems and boxed processors are available today; integrated L2 cache is stated.",https://www.intel.com/pressroom/kits/quickrefyr.htm,"1998 chronology entry; page identifies itself as historical reference", "Chronology corroborates the historical product but does not add an ordering part number.","Exact ordering part number and package variants are not stated.","Source supports the launch cohort inclusion without resolving SKU granularity."
pilot-1998-cpu-gpu-hdd,intel-pentium-ii-xeon-400,verified_identity_granularity_open,verified,verified_cpu,verified_exact_with_channel_split,retain_for_human_review,product_family_introduction_and_component_availability,"introduced 1998-06-29; 400 MHz processor components available that day; boxed processors later in 1998",exact_for_introduction,https://www.intel.com/pressroom/archive/releases/1998/sp062998.htm,"lines 6, 13, 15-26", "Intel introduces a new Pentium II Xeon processor family at 400 MHz, names 512 KB and 1 MB L2 options with separate prices, says components are available as of June 29, and says boxed processors will be available later in the year.",https://www.intel.com/pressroom/kits/quickrefyr.htm,"1998 chronology entry; page identifies itself as historical reference", "Chronology corroborates the product family but does not resolve cache-option SKU identity.","Family versus cache-option record boundary and exact boxed availability remain unresolved.","Do not treat 512 KB and 1 MB options as one fully specified orderable SKU."
pilot-1998-cpu-gpu-hdd,amd-k6-2-family,verified,verified,verified_cpu_family,verified_exact,retain_for_human_review,family_introduction_and_shipments,"AMD says it introduced the AMD-K6-2 family with 3DNow! on 1998-05-28 and shipped more than 500,000 during the quarter ended 1998-06-28",exact_for_introduction,https://ir.amd.com/financial-information/sec-filings/content/0001012870-98-001778/EX-99.txt,"lines 52-69", "AMD's filed exhibit states 'On May 28 we successfully introduced' the next-generation AMD-K6-2 processor family and reports more than 500,000 shipped in the quarter.",https://ir.amd.com/financial-information/sec-filings/content/0001012870-99-000892/EX-13.txt,"lines 58-74", "AMD's annual report independently restates the family introduction in May 1998 and reports more than 8.5 million AMD-K6-2 shipments in 1998.","Both sources are AMD-controlled filings and not independent market corroboration.","Launch speed-grade composition and orderable SKU boundaries are not supplied by these sources.","Family-level candidate is supported; do not copy May 28 onto individual speed grades."
pilot-1998-cpu-gpu-hdd,amd-k6-2-350,verified,verified,verified_cpu,verified_quarter,retain_for_human_review,variant_introduction_and_shipments,"AMD says it introduced and shipped hundreds of thousands of 350 MHz AMD-K6-2 processors during Q3 1998 ended 1998-09-27",quarter,https://ir.amd.com/financial-information/sec-filings/content/0001012870-98-002698/EX-99.txt,"lines 30-35, 48-75", "AMD's October 6, 1998 filed release identifies Q3 ending September 27 and states that hundreds of thousands of 350 MHz AMD-K6-2 processors were introduced and shipped during the quarter.",https://ir.amd.com/financial-information/sec-filings/content/0001012870-99-000892/EX-13.txt,"lines 58-74", "Annual report confirms the AMD-K6-2 family was introduced in May 1998 but does not provide a more precise 350 MHz date.","The family May date is not evidence for the 350 MHz variant; the Q3 record is retrospective and quarter-bounded.","Exact introduction and first-shipment dates; SKU/package identity.","Verified as a 1998 launch-cohort variant with quarter precision only."
pilot-1998-cpu-gpu-hdd,amd-k6-2-400,verified,verified,verified_cpu,verified_quarter,retain_for_human_review,variant_introduction_and_volume_shipments,"AMD says it introduced and shipped in volume the 400 MHz AMD-K6-2 during Q4 1998 ended 1998-12-27",quarter,https://ir.amd.com/financial-information/sec-filings/content/0001012870-99-000143/EX-99.txt,"lines 27-32, 62-69", "AMD's January 13, 1999 filed release reports Q4 ended December 27, 1998 and states that 366, 380, and 400 MHz versions were introduced and shipped in volume; hundreds of thousands of 400 MHz processors shipped.",https://ir.amd.com/financial-information/sec-filings/content/0001012870-99-000892/EX-13.txt,"lines 58-74", "Annual report confirms substantial AMD-K6-2 shipments in 1998 but does not improve the 400 MHz timing precision.","Evidence is retrospective and company-controlled; it establishes Q4 1998, not an exact day or month.","Exact introduction and first-shipment dates; SKU/package identity.","Verified as a 1998 launch-cohort variant with quarter precision only."
